Trigger level set at [mV], -0.030
C1_t[ns],C1_V[mV],C2_t[ns],C2_V[mV],C3_t[ns],C3_V[mV],C4_t[ns],C4_V[mV]
 13.477,   -3.8, 13.477,   -5.2, 13.477,   -4.6, 13.477,   -4.7
 13.672,   -2.6, 13.672,   -5.2, 13.672,   -5.2, 13.672,   -5.7
 13.867,   -3.8, 13.867,   -4.9, 13.867,   -4.4, 13.867,   -5.1
 14.062,   -3.2, 14.062,   -3.5, 14.062,   -3.9, 14.062,   -5.5
 14.258,   -4.8, 14.258,   -4.3, 14.258,   -5.1, 14.258,   -4.4
 14.453,   -3.6, 14.453,   -5.2, 14.453,   -7.5, 14.453,   -7.8
 14.648,   -5.9, 14.648,   -5.2, 14.648,   -7.2, 14.648,   -8.4
 14.844,   -4.3, 14.844,   -5.1, 14.844,   -8.6, 14.844,   -9.7
 15.039,   -5.3, 15.039,   -4.9, 15.039,   -7.4, 15.039,   -8.3
 15.234,   -3.3, 15.234,   -5.5, 15.234,   -6.9, 15.234,   -8.5
 15.430,   -3.2, 15.430,   -4.9, 15.430,   -4.9, 15.430,   -5.9
 15.625,   -2.8, 15.625,   -6.6, 15.625,   -5.8, 15.625,   -6.2
 15.820,   -4.5, 15.820,   -6.4, 15.820,   -4.0, 15.820,   -2.9
 16.016,   -2.8, 16.016,   -5.6, 16.016,   -4.5, 16.016,   -4.2
 16.211,   -3.5, 16.211,   -3.7, 16.211,   -2.3, 16.211,   -3.2
 16.406,   -2.3, 16.406,   -4.1, 16.406,   -6.2, 16.406,   -6.4
 16.602,   -3.1, 16.602,   -3.8, 16.602,   -6.2, 16.602,   -5.9
 16.797,   -4.2, 16.797,   -5.9, 16.797,   -9.0, 16.797,  -10.1
 16.992,   -5.1, 16.992,   -5.5, 16.992,   -7.9, 16.992,  -10.2
 17.188,   -5.9, 17.188,   -8.0, 17.188,   -9.4, 17.188,   -9.9
 17.383,   -7.3, 17.383,   -5.7, 17.383,   -4.9, 17.383,   -5.1
 17.578,   -5.7, 17.578,   -7.7, 17.578,   -6.2, 17.578,   -5.8
 17.773,   -6.3, 17.773,   -6.5, 17.773,   -3.9, 17.773,   -4.1
 17.969,   -4.3, 17.969,   -6.3, 17.969,   -8.5, 17.969,   -7.7
 18.164,   -5.0, 18.164,   -4.3, 18.164,   -6.0, 18.164,   -7.1
 18.359,   -1.8, 18.359,   -3.6, 18.359,   -7.7, 18.359,   -7.3
 18.555,   -1.8, 18.555,   -0.9, 18.555,   -4.9, 18.555,   -6.2
 18.750,   -0.1, 18.750,   -3.5, 18.750,   -5.4, 18.750,   -5.8
 18.945,    0.5, 18.945,   -1.5, 18.945,   -4.2, 18.945,   -4.5
 19.141,    1.1, 19.141,   -3.0, 19.141,   -2.5, 19.141,   -3.8
 19.336,    0.1, 19.336,   -1.4, 19.336,   -1.5, 19.336,   -1.7
 19.531,    0.0, 19.531,   -3.2, 19.531,   -1.9, 19.531,   -3.5
 19.727,   -0.2, 19.727,   -1.5, 19.727,   -1.5, 19.727,   -2.5
 19.922,   -0.7, 19.922,   -3.2, 19.922,   -2.9, 19.922,   -3.9
 20.117,   -1.8, 20.117,   -2.5, 20.117,   -1.9, 20.117,   -2.2
 20.312,   -2.3, 20.312,   -4.5, 20.312,   -3.9, 20.312,   -4.3
 20.508,   -0.8, 20.508,   -2.4, 20.508,   -1.7, 20.508,   -2.1
 20.703,   -2.2, 20.703,   -6.0, 20.703,   -5.7, 20.703,   -6.1
 20.898,   -2.1, 20.898,   -4.0, 20.898,   -3.5, 20.898,   -3.8
 21.094,   -3.3, 21.094,   -5.2, 21.094,   -7.2, 21.094,   -7.4
 21.289,   -2.3, 21.289,   -2.1, 21.289,   -5.0, 21.289,   -4.5
 21.484,   -1.5, 21.484,   -2.6, 21.484,   -6.7, 21.484,   -7.6
 21.680,   -1.5, 21.680,   -1.9, 21.680,   -4.1, 21.680,   -5.4
 21.875,   -2.5, 21.875,   -5.2, 21.875,   -6.4, 21.875,   -6.3
 22.070,   -1.2, 22.070,   -3.3, 22.070,   -2.5, 22.070,   -4.4
 22.266,   -1.5, 22.266,   -4.9, 22.266,   -4.2, 22.266,   -6.4
 22.461,   -2.3, 22.461,   -3.0, 22.461,   -2.0, 22.461,   -3.5
 22.656,   -4.7, 22.656,   -6.6, 22.656,   -5.8, 22.656,   -5.9
 22.852,   -4.4, 22.852,   -4.6, 22.852,   -4.5, 22.852,   -4.3
 23.047,   -5.0, 23.047,   -6.7, 23.047,   -7.3, 23.047,   -7.1
 23.242,   -4.2, 23.242,   -4.8, 23.242,   -5.1, 23.242,   -4.9
 23.438,   -4.5, 23.438,   -5.6, 23.438,   -7.3, 23.438,   -7.8
 23.633,   -3.4, 23.633,   -4.1, 23.633,   -4.2, 23.633,   -5.9
 23.828,   -2.8, 23.828,   -4.6, 23.828,   -6.8, 23.828,   -9.1
 24.023,   -3.5, 24.023,   -4.9, 24.023,   -6.3, 24.023,   -7.6
 24.219,   -3.5, 24.219,   -6.4, 24.219,   -8.1, 24.219,   -7.9
 24.414,   -2.0, 24.414,   -4.0, 24.414,   -6.0, 24.414,   -6.7
 24.609,   -2.1, 24.609,   -4.8, 24.609,   -6.6, 24.609,   -6.2
 24.805,   -1.8, 24.805,   -2.6, 24.805,   -3.5, 24.805,   -2.9
 25.000,   -1.8, 25.000,   -5.3, 25.000,   -5.4, 25.000,   -6.4
 25.195,   -2.8, 25.195,   -3.2, 25.195,   -3.1, 25.195,   -4.1
 25.391,   -2.0, 25.391,   -3.9, 25.391,   -6.5, 25.391,   -6.2
 25.586,   -2.4, 25.586,   -3.2, 25.586,   -5.3, 25.586,   -5.1
 25.781,   -2.6, 25.781,   -4.7, 25.781,   -6.9, 25.781,   -8.6
 25.977,   -1.2, 25.977,   -3.2, 25.977,   -5.3, 25.977,   -6.1
 26.172,   -2.5, 26.172,   -4.5, 26.172,   -8.5, 26.172,   -9.3
 26.367,   -2.7, 26.367,   -2.6, 26.367,   -7.0, 26.367,   -7.6
 26.562,   -3.7, 26.562,   -5.4, 26.562,   -9.3, 26.562,   -9.3
 26.758,   -4.0, 26.758,   -4.1, 26.758,   -7.0, 26.758,   -7.1
 26.953,   -4.0, 26.953,   -6.4, 26.953,   -8.9, 26.953,   -9.6
 27.148,   -4.1, 27.148,   -5.1, 27.148,   -6.5, 27.148,   -7.6
 27.344,   -3.9, 27.344,   -5.2, 27.344,   -8.1, 27.344,   -9.2
 27.539,   -1.6, 27.539,   -3.5, 27.539,   -6.0, 27.539,   -7.4
 27.734,   -2.1, 27.734,   -4.8, 27.734,   -8.6, 27.734,   -8.5
 27.930,   -1.2, 27.930,   -2.7, 27.930,   -4.3, 27.930,   -5.8
 28.125,   -2.9, 28.125,   -4.9, 28.125,   -5.6, 28.125,   -5.3
 28.320,   -2.5, 28.320,   -3.4, 28.320,   -2.9, 28.320,   -2.8
 28.516,   -3.2, 28.516,   -4.6, 28.516,   -5.5, 28.516,   -6.3
 28.711,   -3.8, 28.711,   -4.2, 28.711,   -4.8, 28.711,   -4.4
 28.906,   -5.0, 28.906,   -6.8, 28.906,   -7.0, 28.906,   -7.6
 29.102,   -4.3, 29.102,   -4.7, 29.102,   -4.1, 29.102,   -5.4
 29.297,   -3.4, 29.297,   -6.0, 29.297,   -5.3, 29.297,   -7.1
 29.492,   -4.3, 29.492,   -4.7, 29.492,   -3.2, 29.492,   -4.8
 29.688,   -4.8, 29.688,   -6.1, 29.688,   -7.4, 29.688,   -8.6
 29.883,   -4.2, 29.883,   -4.3, 29.883,   -5.6, 29.883,   -6.3
 30.078,   -4.5, 30.078,   -6.5, 30.078,   -9.6, 30.078,  -11.6
 30.273,   -4.7, 30.273,   -5.3, 30.273,   -7.2, 30.273,   -8.9
 30.469,   -3.9, 30.469,   -5.7, 30.469,   -7.8, 30.469,   -9.3
 30.664,   -2.1, 30.664,   -2.9, 30.664,   -5.6, 30.664,   -7.6
 30.859,   -0.7, 30.859,   -2.8, 30.859,   -6.8, 30.859,   -8.1
 31.055,    0.0, 31.055,   -0.5, 31.055,   -3.6, 31.055,   -4.0
 31.250,    0.0, 31.250,   -1.3, 31.250,   -4.2, 31.250,   -3.9
 31.445,    0.1, 31.445,    0.0, 31.445,   -2.7, 31.445,   -1.6
 31.641,   -0.8, 31.641,   -3.5, 31.641,   -3.9, 31.641,   -3.7
 31.836,   -0.1, 31.836,   -1.9, 31.836,   -3.1, 31.836,   -1.7
 32.031,   -1.3, 32.031,   -3.2, 32.031,   -5.9, 32.031,   -5.5
 32.227,   -0.6, 32.227,   -2.3, 32.227,   -5.3, 32.227,   -4.7
 32.422,   -0.8, 32.422,   -3.2, 32.422,   -7.0, 32.422,   -7.3
 32.617,   -1.4, 32.617,   -1.8, 32.617,   -4.9, 32.617,   -5.3
 32.812,   -3.1, 32.812,   -4.8, 32.812,   -6.0, 32.812,   -5.3
 33.008,   -3.0, 33.008,   -4.0, 33.008,   -3.3, 33.008,   -2.6
 33.203,   -3.0, 33.203,   -4.3, 33.203,   -3.8, 33.203,   -4.2
 33.398,   -3.0, 33.398,   -5.1, 33.398,   -2.8, 33.398,   -2.9
 33.594,   -3.1, 33.594,   -5.8, 33.594,   -5.7, 33.594,   -6.7
 33.789,   -2.5, 33.789,   -4.7, 33.789,   -4.2, 33.789,   -6.0
 33.984,   -3.6, 33.984,   -6.0, 33.984,   -7.8, 33.984,   -8.6
 34.180,   -2.4, 34.180,   -3.3, 34.180,   -5.0, 34.180,   -6.1
 34.375,   -2.6, 34.375,   -4.1, 34.375,   -6.3, 34.375,   -5.8
 34.570,   -1.1, 34.570,   -1.4, 34.570,   -2.7, 34.570,   -3.9
 34.766,   -0.4, 34.766,   -2.7, 34.766,   -4.5, 34.766,   -4.8
 34.961,   -2.1, 34.961,   -1.6, 34.961,   -2.1, 34.961,   -2.6
 35.156,   -2.0, 35.156,   -4.1, 35.156,   -4.3, 35.156,   -4.3
 35.352,   -1.7, 35.352,   -3.2, 35.352,   -2.3, 35.352,   -2.6
 35.547,   -2.2, 35.547,   -4.5, 35.547,   -5.9, 35.547,   -7.5
 35.742,   -2.1, 35.742,   -4.0, 35.742,   -5.2, 35.742,   -4.5
 35.938,   -3.4, 35.938,   -6.5, 35.938,   -7.5, 35.938,   -7.9
 36.133,   -2.9, 36.133,   -4.8, 36.133,   -5.6, 36.133,   -4.9
 36.328,   -3.6, 36.328,   -7.0, 36.328,   -7.8, 36.328,   -8.2
 36.523,   -3.1, 36.523,   -4.8, 36.523,   -4.6, 36.523,   -5.2
 36.719,   -4.2, 36.719,   -5.1, 36.719,   -7.0, 36.719,   -7.0
 36.914,   -2.0, 36.914,   -2.3, 36.914,   -3.7, 36.914,   -3.7
 37.109,   -1.6, 37.109,   -3.1, 37.109,   -5.8, 37.109,   -5.4
 37.305,   -0.6, 37.305,   -1.2, 37.305,   -4.0, 37.305,   -3.7
 37.500,    0.3, 37.500,   -3.0, 37.500,   -8.0, 37.500,   -7.3
 37.695,   -0.7, 37.695,   -2.0, 37.695,   -5.1, 37.695,   -5.7
 37.891,   -1.2, 37.891,   -4.5, 37.891,   -5.9, 37.891,   -7.4
 38.086,   -2.2, 38.086,   -3.5, 38.086,   -4.5, 38.086,   -5.1
 38.281,   -2.2, 38.281,   -4.5, 38.281,   -4.2, 38.281,   -5.3
 38.477,   -1.8, 38.477,   -3.2, 38.477,   -1.8, 38.477,   -3.1
 38.672,   -2.6, 38.672,   -5.5, 38.672,   -5.3, 38.672,   -5.5
 38.867,   -2.8, 38.867,   -3.9, 38.867,   -2.1, 38.867,   -3.4
 39.062,   -2.9, 39.062,   -5.0, 39.062,   -5.6, 39.062,   -7.4
 39.258,   -3.9, 39.258,   -3.0, 39.258,   -4.9, 39.258,   -5.4
 39.453,   -2.8, 39.453,   -5.6, 39.453,   -8.9, 39.453,   -9.7
 39.648,   -2.9, 39.648,   -4.3, 39.648,   -7.1, 39.648,   -8.4
 39.844,   -4.3, 39.844,   -6.7, 39.844,   -9.0, 39.844,   -9.7
 40.039,   -3.3, 40.039,   -4.8, 40.039,   -5.7, 40.039,   -6.6
 40.234,   -3.6, 40.234,   -5.9, 40.234,   -7.8, 40.234,   -8.8
 40.430,   -3.5, 40.430,   -4.0, 40.430,   -6.2, 40.430,   -5.8
 40.625,   -1.7, 40.625,   -3.5, 40.625,   -6.1, 40.625,   -6.6
 40.820,   -0.1, 40.820,   -2.0, 40.820,   -4.0, 40.820,   -3.9
 41.016,   -1.2, 41.016,   -3.6, 41.016,   -4.9, 41.016,   -5.8
 41.211,   -0.8, 41.211,   -2.6, 41.211,   -1.6, 41.211,   -3.2
 41.406,   -3.6, 41.406,   -5.9, 41.406,   -5.7, 41.406,   -7.0
 41.602,   -3.5, 41.602,   -4.1, 41.602,   -3.9, 41.602,   -4.9
 41.797,   -3.8, 41.797,   -5.5, 41.797,   -6.9, 41.797,   -7.9
 41.992,   -4.9, 41.992,   -4.8, 41.992,   -6.1, 41.992,   -6.8
 42.188,   -4.6, 42.188,   -6.7, 42.188,   -6.6, 42.188,   -7.4
 42.383,   -4.4, 42.383,   -6.0, 42.383,   -5.8, 42.383,   -5.4
 42.578,   -5.2, 42.578,   -8.3, 42.578,   -8.7, 42.578,   -9.2
 42.773,   -4.1, 42.773,   -6.3, 42.773,   -6.4, 42.773,   -6.8
 42.969,   -5.5, 42.969,   -8.2, 42.969,   -9.3, 42.969,   -9.3
 43.164,   -4.8, 43.164,   -5.3, 43.164,   -6.4, 43.164,   -6.2
 43.359,   -4.6, 43.359,   -5.5, 43.359,   -7.5, 43.359,   -7.0
 43.555,   -2.7, 43.555,   -3.4, 43.555,   -4.6, 43.555,   -4.3
 43.750,   -2.4, 43.750,   -4.1, 43.750,   -5.6, 43.750,   -5.5
 43.945,   -0.7, 43.945,   -1.1, 43.945,   -3.1, 43.945,   -2.6
 44.141,   -0.9, 44.141,   -2.5, 44.141,   -5.1, 44.141,   -5.7
 44.336,   -0.1, 44.336,   -1.2, 44.336,   -2.8, 44.336,   -3.4
 44.531,   -1.7, 44.531,   -4.1, 44.531,   -3.6, 44.531,   -4.7
 44.727,   -1.0, 44.727,   -2.0, 44.727,   -0.8, 44.727,   -2.4
 44.922,   -2.9, 44.922,   -5.8, 44.922,   -4.7, 44.922,   -5.7
 45.117,   -3.6, 45.117,   -4.2, 45.117,   -3.6, 45.117,   -4.0
 45.312,   -4.6, 45.312,   -6.3, 45.312,   -7.6, 45.312,   -8.8
 45.508,   -3.9, 45.508,   -4.0, 45.508,   -6.1, 45.508,   -5.8
 45.703,   -3.3, 45.703,   -4.2, 45.703,   -8.2, 45.703,   -8.4
 45.898,   -1.7, 45.898,   -2.7, 45.898,   -6.0, 45.898,   -6.3
 46.094,   -1.6, 46.094,   -4.3, 46.094,   -8.6, 46.094,   -9.6
 46.289,   -1.4, 46.289,   -3.5, 46.289,   -5.4, 46.289,   -6.1
 46.484,   -2.3, 46.484,   -5.2, 46.484,   -8.4, 46.484,   -9.2
 46.680,   -2.7, 46.680,   -4.0, 46.680,   -4.5, 46.680,   -6.0
 46.875,   -2.9, 46.875,   -5.4, 46.875,   -5.4, 46.875,   -5.9
 47.070,   -1.1, 47.070,   -3.2, 47.070,   -2.4, 47.070,   -3.7
 47.266,   -1.4, 47.266,   -4.5, 47.266,   -4.7, 47.266,   -4.7
 47.461,   -1.2, 47.461,   -1.7, 47.461,   -2.7, 47.461,   -3.1
 47.656,   -2.3, 47.656,   -3.7, 47.656,   -6.1, 47.656,   -6.7
 47.852,   -2.1, 47.852,   -2.4, 47.852,   -3.9, 47.852,   -4.7
 48.047,   -2.7, 48.047,   -4.3, 48.047,   -6.1, 48.047,   -7.0
 48.242,   -1.9, 48.242,   -1.8, 48.242,   -4.8, 48.242,   -4.2
 48.438,   -2.9, 48.438,   -4.7, 48.438,   -7.7, 48.438,   -8.4
 48.633,   -1.3, 48.633,   -2.4, 48.633,   -5.6, 48.633,   -5.7
 48.828,   -2.6, 48.828,   -5.2, 48.828,   -9.3, 48.828,   -8.9
 49.023,   -2.2, 49.023,   -3.6, 49.023,   -7.0, 49.023,   -7.9
 49.219,   -3.0, 49.219,   -6.8, 49.219,   -7.9, 49.219,   -9.0
 49.414,   -1.8, 49.414,   -4.4, 49.414,   -4.8, 49.414,   -6.2
 49.609,   -1.2, 49.609,   -4.5, 49.609,   -3.6, 49.609,   -5.7
 49.805,   -1.8, 49.805,   -2.2, 49.805,   -1.5, 49.805,   -2.5
 50.000,   -1.5, 50.000,   -3.0, 50.000,   -2.7, 50.000,   -4.7
 50.195,   -0.8, 50.195,   -0.4, 50.195,   -1.8, 50.195,   -2.8
 50.391,   -0.3, 50.391,   -2.2, 50.391,   -4.6, 50.391,   -5.6
 50.586,   -0.3, 50.586,   -2.3, 50.586,   -3.6, 50.586,   -4.1
 50.781,   -0.9, 50.781,   -3.7, 50.781,   -5.5, 50.781,   -5.9
 50.977,   -1.7, 50.977,   -2.9, 50.977,   -4.4, 50.977,   -3.6
 51.172,   -1.8, 51.172,   -5.9, 51.172,   -6.3, 51.172,   -6.0
 51.367,   -3.5, 51.367,   -5.9, 51.367,   -4.5, 51.367,   -4.2
 51.562,   -4.5, 51.562,   -7.4, 51.562,   -6.4, 51.562,   -7.2
 51.758,   -4.6, 51.758,   -4.4, 51.758,   -4.0, 51.758,   -4.7
 51.953,   -4.8, 51.953,   -5.4, 51.953,   -7.4, 51.953,   -7.9
 52.148,   -3.3, 52.148,   -3.5, 52.148,   -4.8, 52.148,   -5.3
 52.344,   -3.7, 52.344,   -6.2, 52.344,   -6.9, 52.344,   -7.6
 52.539,   -2.2, 52.539,   -3.2, 52.539,   -3.6, 52.539,   -4.6
 52.734,   -2.6, 52.734,   -4.6, 52.734,   -4.7, 52.734,   -6.4
 52.930,   -1.9, 52.930,   -2.8, 52.930,   -2.4, 52.930,   -4.2
 53.125,   -1.5, 53.125,   -4.7, 53.125,   -5.6, 53.125,   -7.0
 53.320,   -0.9, 53.320,   -2.9, 53.320,   -2.5, 53.320,   -4.6
 53.516,   -2.4, 53.516,   -4.8, 53.516,   -7.2, 53.516,   -8.1
 53.711,   -2.1, 53.711,   -4.0, 53.711,   -4.1, 53.711,   -4.6
 53.906,   -2.9, 53.906,   -5.2, 53.906,   -6.9, 53.906,   -7.4
 54.102,   -2.7, 54.102,   -3.8, 54.102,   -6.0, 54.102,   -5.2
 54.297,   -2.5, 54.297,   -4.8, 54.297,   -8.0, 54.297,   -8.0
 54.492,   -2.6, 54.492,   -4.6, 54.492,   -5.8, 54.492,   -5.5
 54.688,   -4.5, 54.688,   -9.4, 54.688,   -7.7, 54.688,   -6.9
 54.883,   -4.8, 54.883,   -6.4, 54.883,   -5.2, 54.883,   -5.6
 55.078,   -6.1, 55.078,   -8.3, 55.078,   -7.9, 55.078,   -8.3
 55.273,   -5.0, 55.273,   -5.2, 55.273,   -5.4, 55.273,   -5.9
 55.469,   -4.3, 55.469,   -5.6, 55.469,   -7.3, 55.469,   -8.2
 55.664,   -4.0, 55.664,   -3.3, 55.664,   -5.4, 55.664,   -6.3
 55.859,   -2.9, 55.859,   -3.4, 55.859,   -8.5, 55.859,   -8.3
 56.055,   -0.7, 56.055,   -1.8, 56.055,   -5.2, 56.055,   -5.3
 56.250,   -2.9, 56.250,   -5.1, 56.250,   -7.7, 56.250,   -7.7
 56.445,   -2.1, 56.445,   -4.2, 56.445,   -4.8, 56.445,   -5.1
 56.641,   -3.5, 56.641,   -6.1, 56.641,   -5.9, 56.641,   -6.2
 56.836,   -3.3, 56.836,   -5.9, 56.836,   -4.0, 56.836,   -5.6
 57.031,   -3.8, 57.031,   -6.6, 57.031,   -6.6, 57.031,   -6.3
 57.227,   -3.9, 57.227,   -4.4, 57.227,   -3.7, 57.227,   -5.0
 57.422,   -4.5, 57.422,   -4.5, 57.422,   -6.6, 57.422,   -7.5
 57.617,   -3.7, 57.617,   -3.6, 57.617,   -4.6, 57.617,   -5.4
 57.812,   -2.8, 57.812,   -5.1, 57.812,   -8.5, 57.812,   -8.0
 58.008,   -3.2, 58.008,   -3.5, 58.008,   -6.4, 58.008,   -6.8
 58.203,   -3.1, 58.203,   -6.2, 58.203,   -8.9, 58.203,   -9.4
 58.398,   -3.2, 58.398,   -4.5, 58.398,   -5.9, 58.398,   -9.1
 58.594,   -4.2, 58.594,   -6.5, 58.594,   -8.8, 58.594,  -10.6
 58.789,   -2.7, 58.789,   -4.3, 58.789,   -6.7, 58.789,   -7.0
 58.984,   -3.2, 58.984,   -5.5, 58.984,   -7.8, 58.984,   -8.2
 59.180,   -4.7, 59.180,   -5.2, 59.180,   -4.9, 59.180,   -5.0
 59.375,   -6.1, 59.375,   -8.1, 59.375,   -4.2, 59.375,   -5.4
 59.570,   -4.7, 59.570,   -5.5, 59.570,   -1.6, 59.570,   -2.7
 59.766,   -5.7, 59.766,   -5.8, 59.766,   -5.6, 59.766,   -6.0
 59.961,   -3.5, 59.961,   -3.5, 59.961,   -4.4, 59.961,   -4.2
 60.156,   -3.7, 60.156,   -5.3, 60.156,   -6.9, 60.156,   -8.5
 60.352,   -2.8, 60.352,   -3.6, 60.352,   -4.2, 60.352,   -4.9
 60.547,   -3.9, 60.547,   -6.3, 60.547,   -6.0, 60.547,   -6.6
 60.742,   -3.4, 60.742,   -5.1, 60.742,   -4.6, 60.742,   -5.0
 60.938,   -4.1, 60.938,   -6.9, 60.938,   -7.3, 60.938,   -7.9
 61.133,   -4.3, 61.133,   -4.5, 61.133,   -5.4, 61.133,   -5.8
 61.328,   -4.8, 61.328,   -6.8, 61.328,   -8.0, 61.328,   -9.0
 61.523,   -4.0, 61.523,   -5.6, 61.523,   -6.7, 61.523,   -6.4
 61.719,   -6.2, 61.719,   -8.3, 61.719,   -7.8, 61.719,   -9.2
 61.914,   -4.7, 61.914,   -6.5, 61.914,   -4.7, 61.914,   -6.9
 62.109,   -6.4, 62.109,   -8.7, 62.109,   -5.6, 62.109,   -7.3
 62.305,   -6.1, 62.305,   -5.2, 62.305,   -2.5, 62.305,   -4.0
 62.500,   -5.4, 62.500,   -5.5, 62.500,   -4.7, 62.500,   -5.5
 62.695,   -3.3, 62.695,   -3.1, 62.695,   -1.6, 62.695,   -2.1
 62.891,   -2.6, 62.891,   -3.9, 62.891,   -4.4, 62.891,   -5.2
 63.086,   -0.6, 63.086,   -1.3, 63.086,   -4.2, 63.086,   -4.4
 63.281,   -0.9, 63.281,   -3.3, 63.281,   -8.7, 63.281,   -8.5
 63.477,   -1.3, 63.477,   -2.9, 63.477,   -8.0, 63.477,   -8.1
 63.672,   -1.0, 63.672,   -4.3, 63.672,   -8.6, 63.672,   -9.4
 63.867,   -2.5, 63.867,   -4.0, 63.867,   -6.1, 63.867,   -6.9
 64.062,   -3.4, 64.062,   -6.1, 64.062,   -5.7, 64.062,   -7.1
 64.258,   -2.7, 64.258,   -3.7, 64.258,   -3.2, 64.258,   -4.0
 64.453,   -4.2, 64.453,   -4.6, 64.453,   -5.5, 64.453,   -5.9
 64.648,   -3.1, 64.648,   -3.0, 64.648,   -3.4, 64.648,   -3.8
 64.844,   -3.2, 64.844,   -4.6, 64.844,   -5.3, 64.844,   -7.1
 65.039,   -1.8, 65.039,   -3.1, 65.039,   -3.9, 65.039,   -5.5
 65.234,   -2.1, 65.234,   -5.0, 65.234,   -7.8, 65.234,   -9.0
 65.430,   -2.8, 65.430,   -4.1, 65.430,   -5.7, 65.430,   -6.3
 65.625,   -3.5, 65.625,   -5.6, 65.625,   -7.4, 65.625,   -7.8
 65.820,   -3.6, 65.820,   -3.9, 65.820,   -4.4, 65.820,   -4.4
 66.016,   -3.9, 66.016,   -4.7, 66.016,   -6.6, 66.016,   -5.9
 66.211,   -3.8, 66.211,   -3.5, 66.211,   -4.7, 66.211,   -4.0
 66.406,   -3.6, 66.406,   -5.6, 66.406,   -6.3, 66.406,   -5.5
 66.602,   -2.6, 66.602,   -3.9, 66.602,   -4.5, 66.602,   -4.2
 66.797,   -2.7, 66.797,   -4.2, 66.797,   -6.1, 66.797,   -5.9
 66.992,   -4.5, 66.992,   -3.9, 66.992,   -4.8, 66.992,   -6.1
 67.188,   -5.6, 67.188,   -6.5, 67.188,   -7.6, 67.188,   -8.9
 67.383,   -4.0, 67.383,   -5.5, 67.383,   -6.6, 67.383,   -7.0
 67.578,   -5.9, 67.578,   -8.8, 67.578,   -8.8, 67.578,  -10.1
 67.773,   -6.2, 67.773,   -6.8, 67.773,   -5.6, 67.773,   -6.4
 67.969,   -6.2, 67.969,   -7.7, 67.969,   -6.8, 67.969,   -7.3
 68.164,   -4.5, 68.164,   -5.3, 68.164,   -4.6, 68.164,   -4.9
 68.359,   -3.1, 68.359,   -4.9, 68.359,   -5.0, 68.359,   -5.7
 68.555,   -1.2, 68.555,   -1.6, 68.555,   -2.7, 68.555,   -2.4
 68.750,   -0.3, 68.750,   -1.3, 68.750,   -2.2, 68.750,   -3.5
 68.945,    1.0, 68.945,    0.3, 68.945,    0.4, 68.945,   -0.2
 69.141,    2.2, 69.141,    1.6, 69.141,   -0.8, 69.141,   -2.7
 69.336,    1.7, 69.336,    1.6, 69.336,   -0.5, 69.336,   -1.3
 69.531,    0.7, 69.531,   -0.4, 69.531,   -2.7, 69.531,   -3.6
 69.727,    0.8, 69.727,   -1.9, 69.727,   -3.0, 69.727,   -3.8
 69.922,   -0.3, 69.922,   -3.5, 69.922,   -5.5, 69.922,   -6.3
 70.117,   -1.3, 70.117,   -2.7, 70.117,   -3.4, 70.117,   -3.6
 70.312,   -2.4, 70.312,   -5.2, 70.312,   -5.6, 70.312,   -5.8
 70.508,   -1.9, 70.508,   -4.1, 70.508,   -3.7, 70.508,   -3.6
 70.703,   -1.8, 70.703,   -5.2, 70.703,   -5.4, 70.703,   -6.3
 70.898,   -2.3, 70.898,   -3.6, 70.898,   -4.2, 70.898,   -4.6
 71.094,   -3.1, 71.094,   -5.8, 71.094,   -5.8, 71.094,   -6.4
 71.289,   -2.4, 71.289,   -4.1, 71.289,   -2.9, 71.289,   -3.2
 71.484,   -2.5, 71.484,   -4.3, 71.484,   -5.2, 71.484,   -6.9
 71.680,   -2.1, 71.680,   -1.5, 71.680,   -2.7, 71.680,   -4.0
 71.875,   -2.2, 71.875,   -4.6, 71.875,   -5.5, 71.875,   -7.2
 72.070,   -0.8, 72.070,   -1.0, 72.070,   -2.7, 72.070,   -3.3
 72.266,   -0.4, 72.266,   -3.0, 72.266,   -5.3, 72.266,   -6.6
 72.461,   -0.6, 72.461,   -1.7, 72.461,   -3.9, 72.461,   -4.4
 72.656,   -2.5, 72.656,   -4.9, 72.656,   -7.4, 72.656,   -7.3
 72.852,   -1.9, 72.852,   -3.5, 72.852,   -4.4, 72.852,   -5.5
 73.047,   -2.9, 73.047,   -7.2, 73.047,   -8.2, 73.047,   -9.1
 73.242,   -4.3, 73.242,   -6.7, 73.242,   -6.3, 73.242,   -6.4
 73.438,   -5.4, 73.438,   -7.3, 73.438,   -7.7, 73.438,   -8.0
 73.633,   -4.7, 73.633,   -5.1, 73.633,   -5.2, 73.633,   -5.7
 73.828,   -5.6, 73.828,   -6.3, 73.828,   -7.1, 73.828,   -8.4
 74.023,   -4.6, 74.023,   -5.0, 74.023,   -5.6, 74.023,   -6.4
 74.219,   -5.6, 74.219,   -6.8, 74.219,   -8.9, 74.219,   -9.2
 74.414,   -4.3, 74.414,   -4.2, 74.414,   -7.1, 74.414,   -7.0
 74.609,   -3.7, 74.609,   -6.1, 74.609,   -8.1, 74.609,   -9.8
 74.805,   -3.9, 74.805,   -3.1, 74.805,   -5.0, 74.805,   -5.9
 75.000,   -3.6, 75.000,   -4.2, 75.000,   -5.5, 75.000,   -5.8
